u_id,c_ref,qty,ts,loc
U_0005251,CON_003584,8.63,2024-12-25 16:38:35,FR
U_0005252,CON_003225,0.06,2024-05-04 19:51:30,??
U_0005253,CON_003579,2.47,2024-06-08 16:21:41,DE
U_0005254,CON_001220,18.9,2024-09-25 09:29:14,DE
U_0005255,CON_000647,8.25,2024-12-09 18:19:55,UK
U_0005256,CON_002894,31.98,2024-03-16 01:24:46,UK
U_0005257,CON_004794,1.36,2024-10-09 11:35:38,UK
U_0005258,CON_000525,2.82,2024-10-08 00:48:41,US
U_0005259,CON_004298,3.6,2024-11-22 02:12:22,UK
U_0005260,CON_001971,3.16,2024-03-10 03:28:36,UK
U_0005261,CON_001133,2.32,2024-02-26 03:16:47,DE
U_0005262,CON_003892,4.69,2024-12-29 08:56:40,FR
U_0005263,CON_000156,8.22,2024-09-07 06:18:12,??
U_0005264,CON_000263,2.98,2024-12-21 10:48:32,UK
U_0005265,CON_000472,0.66,2024-10-12 11:26:23,UK
U_0005266,CON_002180,9.86,2024-05-07 17:56:20,FR
U_0005267,CON_003302,4.91,2024-01-09 17:23:27,DE
U_0005268,CON_003399,6.5,2024-05-21 22:23:55,??
U_0005269,CON_003487,4.86,2024-04-28 12:01:50,DE
U_0005270,CON_000821,17.68,2024-09-08 22:06:46,FR
U_0005271,CON_002545,6.55,2024-05-28 08:04:53,DE
U_0005272,CON_002707,20.54,2024-06-30 00:00:42,??
U_0005273,CON_005136,5.72,2024-10-13 01:30:03,DE
U_0005274,CON_004828,2.77,2024-07-21 20:54:02,ES
U_0005275,CON_000205,3.51,2024-12-01 17:42:28,US
U_0005276,CON_000556,5.91,2024-07-21 04:32:43,FR
U_0005277,CON_000955,6.04,2024-11-18 06:38:48,US
U_0005278,CON_000415,9.3,2024-09-13 13:02:16,FR
U_0005279,CON_003662,2.03,2024-04-21 19:50:11,ES
U_0005280,CON_004822,8.6,2024-07-13 12:16:09,??
U_0005281,CON_003979,12.06,2024-12-04 22:02:05,FR
U_0005282,CON_005461,9.03,2024-08-03 20:15:28,FR
U_0005283,CON_003829,5.26,2024-11-23 04:26:33,FR
U_0005284,CON_001019,38.31,2024-11-21 01:29:46,ES
U_0005285,CON_002067,4.15,2024-11-16 04:36:39,??
U_0005286,CON_000306,0.9,2024-01-05 11:17:35,DE
U_0005287,CON_000161,13.79,2024-10-19 01:25:30,UK
U_0005288,CON_005367,1.91,2024-11-18 07:30:18,??
U_0005289,CON_002152,9.99,2024-12-13 09:55:50,US
U_0005290,CON_004797,1.58,2024-05-25 09:00:25,US
U_0005291,CON_001933,0.14,2024-08-12 12:29:19,US
U_0005292,CON_004456,1.39,2024-05-08 15:21:35,UK
U_0005293,CON_004523,3.79,2024-04-11 18:39:46,DE
U_0005294,CON_000557,0.9,2024-07-05 02:00:03,ES
U_0005295,CON_004612,1.76,2024-04-21 09:32:52,FR
U_0005296,CON_005170,11.57,2024-03-11 06:51:45,FR
U_0005297,CON_002209,11.75,2024-01-03 20:46:49,DE
U_0005298,CON_004704,13.61,2024-01-12 01:09:47,ES
U_0005299,CON_000025,14.72,2024-02-19 13:23:40,??
U_0005300,CON_002581,4.36,2024-07-26 01:34:22,FR
U_0005301,CON_002043,16.17,2024-08-09 11:20:02,??
U_0005302,CON_005470,5.97,2024-10-12 16:32:47,ES
U_0005303,CON_000539,5.09,2024-02-27 22:45:35,DE
U_0005304,CON_002595,10.14,2024-03-28 04:07:58,DE
U_0005305,CON_001411,1.92,2024-04-27 23:25:34,DE
U_0005306,CON_000347,12.47,2024-11-05 21:56:27,FR
U_0005307,CON_002094,4.49,2024-03-26 18:44:35,ES
U_0005308,CON_005002,1.09,2024-09-14 00:39:31,US
U_0005309,CON_004988,1.02,2024-06-24 20:02:47,US
U_0005310,CON_004112,1.44,2024-12-02 03:53:20,FR
U_0005311,CON_000311,17.7,2024-02-06 12:51:01,UK
U_0005312,CON_004831,37.63,2024-04-25 00:33:44,UK
U_0005313,CON_002439,3.53,2024-12-01 17:52:18,DE
U_0005314,CON_005297,2.76,2024-03-09 04:26:55,ES
U_0005315,CON_004899,1.98,2024-11-26 09:57:36,US
U_0005316,CON_004071,13.89,2024-10-01 21:30:44,DE
U_0005317,CON_003236,1.88,2024-04-20 09:39:36,??
U_0005318,CON_004966,20.63,2024-03-15 18:26:34,??
U_0005319,CON_004336,8.81,2024-09-19 14:36:53,FR
U_0005320,CON_004038,18.19,2024-07-14 11:08:45,UK
U_0005321,CON_005234,6.46,2024-09-13 02:20:34,FR
U_0005322,CON_001833,9.39,2024-07-18 12:28:11,ES
U_0005323,CON_005309,7.73,2024-01-24 08:32:11,ES
U_0005324,CON_000534,14.23,2024-11-02 09:29:57,ES
U_0005325,CON_001628,14.46,2024-02-17 16:05:29,UK
U_0005326,CON_003795,7.13,2024-04-05 12:05:57,UK
U_0005327,CON_004836,8.01,2024-12-19 13:00:25,DE
U_0005328,CON_003597,20.4,2024-10-06 19:29:29,FR
U_0005329,CON_000986,21.26,2024-06-28 03:20:52,US
U_0005330,CON_003397,8.73,2024-12-02 07:50:14,US
U_0005331,CON_003132,0.06,2024-12-22 20:18:26,US
U_0005332,CON_004940,0.88,2024-03-10 04:10:46,UK
U_0005333,CON_004560,15.61,2024-09-13 07:40:14,DE
U_0005334,CON_002398,0.71,2024-04-15 20:18:42,ES
U_0005335,CON_000837,1.92,2024-08-23 22:42:25,ES
U_0005336,CON_003366,2.1,2024-03-01 22:31:44,DE
U_0005337,CON_003130,7.34,2024-07-26 22:39:43,UK
U_0005338,CON_000816,6.88,2024-08-02 10:35:03,US
U_0005339,CON_001217,2.73,2024-12-02 12:34:00,FR
U_0005340,CON_001772,1.86,2024-04-25 01:24:24,??
U_0005341,CON_003973,11.57,2024-11-17 02:49:04,??
U_0005342,CON_002349,21.92,2024-01-13 08:47:34,??
U_0005343,CON_000403,0.43,2024-10-30 20:59:00,UK
U_0005344,CON_003974,1.14,2024-10-13 16:48:49,US
U_0005345,CON_003932,8.22,2024-11-04 09:24:24,ES
U_0005346,CON_004678,13.06,2024-08-10 01:12:08,DE
U_0005347,CON_002181,12.53,2024-06-05 12:35:08,DE
U_0005348,CON_002034,10.17,2024-08-23 16:56:22,US
U_0005349,CON_001912,17.47,2024-10-26 00:36:47,UK
U_0005350,CON_001428,1.96,2024-06-11 19:53:42,US
U_0005351,CON_002641,0.91,2024-05-02 22:09:02,UK
U_0005352,CON_003580,7.64,2024-07-09 22:56:23,ES
U_0005353,CON_001500,13.82,2024-03-27 13:26:52,DE
U_0005354,CON_001728,6.98,2024-07-24 09:44:52,??
U_0005355,CON_004223,26.37,2024-09-23 20:17:49,UK
U_0005356,CON_005487,12.7,2024-12-11 11:21:50,ES
U_0005357,CON_004842,9.65,2024-05-10 17:34:13,FR
U_0005358,CON_004876,0.5,2024-03-31 18:14:43,US
U_0005359,CON_002369,0.91,2024-08-31 15:18:10,UK
U_0005360,CON_004775,12.29,2024-06-29 17:56:40,US
U_0005361,CON_004657,1.77,2024-05-02 06:29:42,US
U_0005362,CON_000934,0.23,2024-11-22 19:53:02,DE
U_0005363,CON_005002,19.33,2024-12-30 22:30:51,??
U_0005364,CON_003655,17.72,2024-02-12 08:56:06,US
U_0005365,CON_000121,1.97,2024-03-09 06:36:24,FR
U_0005366,CON_000549,12.12,2024-12-29 05:58:16,DE
U_0005367,CON_002164,0.39,2024-02-28 15:36:59,US
U_0005368,CON_001353,2.68,2024-01-05 15:01:53,FR
U_0005369,CON_003530,7.82,2024-07-07 06:26:47,UK
U_0005370,CON_005410,11.52,2024-02-23 06:15:11,ES
U_0005371,CON_001144,0.08,2024-02-03 08:23:55,FR
U_0005372,CON_000216,3.16,2024-11-16 03:55:32,UK
U_0005373,CON_001756,1.93,2024-11-28 02:27:51,UK
U_0005374,CON_003828,53.67,2024-05-03 08:50:26,UK
U_0005375,CON_000418,8.89,2024-11-05 10:27:40,ES
U_0005376,CON_004224,4.16,2024-08-09 11:52:04,US
U_0005377,CON_003775,0.63,2024-09-20 22:16:00,US
U_0005378,CON_004429,7.3,2024-07-30 01:30:21,US
U_0005379,CON_001406,8.21,2024-09-02 23:59:29,??
U_0005380,CON_000866,13.56,2024-12-27 11:33:44,FR
U_0005381,CON_000730,2.72,2024-01-19 12:29:03,ES
U_0005382,CON_003365,31.89,2024-05-08 03:28:35,DE
U_0005383,CON_000450,4.63,2024-05-29 05:10:35,ES
U_0005384,CON_001298,2.81,2024-01-03 03:15:25,??
U_0005385,CON_005413,3.43,2024-03-09 20:42:48,DE
U_0005386,CON_005451,5.86,2024-12-21 03:56:00,UK
U_0005387,CON_005401,22.08,2024-03-12 09:59:51,US
U_0005388,CON_000225,10.63,2024-02-28 07:21:42,DE
U_0005389,CON_005168,6.89,2024-04-14 11:57:33,US
U_0005390,CON_005411,1.42,2024-07-11 15:10:15,ES
U_0005391,CON_005143,1.29,2024-09-10 04:26:08,US
U_0005392,CON_002126,5.58,2024-01-14 18:32:01,??
U_0005393,CON_000779,10.44,2024-03-30 16:18:40,US
U_0005394,CON_004471,11.12,2024-03-06 12:55:45,??
U_0005395,CON_000686,2.05,2024-09-05 21:30:40,FR
U_0005396,CON_001927,0.84,2024-12-23 21:18:00,DE
U_0005397,CON_003026,3.88,2024-09-24 21:01:22,FR
U_0005398,CON_005040,20.03,2024-02-02 15:39:05,ES
U_0005399,CON_004683,6.31,2024-04-01 23:13:19,??
U_0005400,CON_004203,3.09,2024-10-30 14:07:31,??
U_0005401,CON_004879,3.13,2024-11-24 06:17:05,UK
U_0005402,CON_004133,1.13,2024-10-10 03:26:04,UK
U_0005403,CON_004790,5.13,2024-11-28 23:02:17,US
U_0005404,CON_003675,12.54,2024-03-15 01:56:09,UK
U_0005405,CON_001201,27.68,2024-06-29 04:22:35,FR
U_0005406,CON_000918,5.57,2024-07-26 13:39:24,??
U_0005407,CON_000685,1.46,2024-12-06 07:02:05,??
U_0005408,CON_003641,9.19,2024-12-10 20:02:04,US
U_0005409,CON_000184,11.31,2024-01-07 13:07:12,US
U_0005410,CON_004404,0.6,2024-01-24 03:12:08,DE
U_0005411,CON_004126,15.18,2024-05-30 19:36:34,US
U_0005412,CON_005128,14.14,2024-07-27 17:13:19,UK
U_0005413,CON_004815,5.12,2024-04-29 22:08:21,DE
U_0005414,CON_002374,6.58,2024-01-04 23:46:34,??
U_0005415,CON_005419,10.0,2024-08-27 06:17:16,FR
U_0005416,CON_004164,9.03,2024-09-23 22:52:51,UK
U_0005417,CON_000251,0.13,2024-06-07 20:03:39,UK
U_0005418,CON_000579,1.04,2024-04-17 20:54:01,??
U_0005419,CON_004478,1.42,2024-02-27 15:22:22,UK
U_0005420,CON_003269,11.27,2024-08-10 06:40:04,FR
U_0005421,CON_002131,4.64,2024-11-14 19:57:34,DE
U_0005422,CON_002492,6.31,2024-03-30 15:12:16,DE
U_0005423,CON_004384,11.85,2024-08-05 14:58:59,UK
U_0005424,CON_001133,3.34,2024-11-26 11:49:33,US
U_0005425,CON_001317,11.05,2024-05-20 14:43:23,US
U_0005426,CON_000986,4.67,2024-05-06 20:17:33,??
U_0005427,CON_003697,3.79,2024-05-22 05:24:24,UK
U_0005428,CON_002917,3.24,2024-01-16 06:23:29,US
U_0005429,CON_004276,26.81,2024-06-19 10:02:41,FR
U_0005430,CON_004204,11.83,2024-08-31 14:53:23,DE
U_0005431,CON_001910,0.16,2024-08-15 20:44:23,FR
U_0005432,CON_004679,25.25,2024-03-14 08:16:52,UK
U_0005433,CON_003608,11.95,2024-03-09 01:33:51,US
U_0005434,CON_004153,1.29,2024-10-29 21:46:56,UK
U_0005435,CON_003063,0.64,2024-12-02 10:23:20,FR
U_0005436,CON_003586,2.95,2024-10-22 06:39:08,DE
U_0005437,CON_000095,7.83,2024-01-03 20:38:15,ES
U_0005438,CON_004417,7.67,2024-01-15 17:36:46,UK
U_0005439,CON_001414,2.58,2024-09-24 12:18:48,UK
U_0005440,CON_000506,4.72,2024-10-01 19:15:53,UK
U_0005441,CON_000211,1.9,2024-10-10 14:18:32,UK
U_0005442,CON_002126,0.42,2024-07-24 22:07:43,DE
U_0005443,CON_004425,5.82,2024-02-21 19:15:12,DE
U_0005444,CON_000384,3.41,2024-09-12 13:40:54,FR
U_0005445,CON_003431,6.26,2024-02-19 16:27:46,ES
U_0005446,CON_003886,23.43,2024-11-07 04:15:05,UK
U_0005447,CON_002624,1.24,2024-12-09 04:37:30,FR
U_0005448,CON_003878,0.02,2024-04-26 10:20:28,DE
U_0005449,CON_005461,0.64,2024-04-13 20:01:17,US
U_0005450,CON_000768,4.97,2024-09-21 15:11:52,??
U_0005451,CON_001474,9.82,2024-11-01 09:00:57,DE
U_0005452,CON_001548,6.95,2024-10-06 01:07:40,DE
U_0005453,CON_003116,5.46,2024-08-18 02:15:02,US
U_0005454,CON_004616,3.5,2024-02-17 01:16:17,US
U_0005455,CON_000698,2.97,2024-03-26 09:57:53,FR
U_0005456,CON_002454,3.78,2024-01-16 08:18:23,ES
U_0005457,CON_004880,7.57,2024-08-31 21:55:50,ES
U_0005458,CON_003304,1.47,2024-05-28 22:27:44,DE
U_0005459,CON_000750,11.8,2024-11-23 14:00:43,US
U_0005460,CON_005309,6.85,2024-02-09 05:31:39,DE
U_0005461,CON_005473,2.51,2024-01-01 01:21:24,ES
U_0005462,CON_000689,5.56,2024-07-17 18:03:38,ES
U_0005463,CON_001293,26.33,2024-05-24 01:55:13,UK
U_0005464,CON_004186,0.17,2024-05-03 09:38:31,ES
U_0005465,CON_004094,1.78,2024-09-11 22:42:28,??
U_0005466,CON_004837,4.76,2024-11-10 07:42:52,UK
U_0005467,CON_002216,8.14,2024-07-07 16:46:29,DE
U_0005468,CON_001355,1.91,2024-01-22 06:11:05,FR
U_0005469,CON_004915,21.44,2024-04-18 12:11:56,ES
U_0005470,CON_005493,8.23,2024-02-17 01:36:57,UK
U_0005471,CON_003470,16.79,2024-08-12 18:27:29,FR
U_0005472,CON_004585,3.2,2024-03-14 03:58:59,FR
U_0005473,CON_004135,14.13,2024-06-07 06:39:03,DE
U_0005474,CON_001233,3.8,2024-04-08 21:26:57,US
U_0005475,CON_003796,2.33,2024-01-01 16:56:32,FR
U_0005476,CON_003213,19.41,2024-11-10 11:36:34,DE
U_0005477,CON_004740,0.77,2024-10-19 12:24:29,US
U_0005478,CON_005491,22.9,2024-12-08 06:32:34,??
U_0005479,CON_003909,4.91,2024-05-28 09:28:22,FR
U_0005480,CON_005445,39.28,2024-04-16 11:07:59,DE
U_0005481,CON_005206,6.21,2024-02-08 06:57:52,DE
U_0005482,CON_000410,11.33,2024-05-25 11:46:26,UK
U_0005483,CON_002189,0.06,2024-11-22 05:42:22,DE
U_0005484,CON_000354,5.49,2024-02-12 08:49:16,FR
U_0005485,CON_004824,10.7,2024-12-11 03:35:05,FR
U_0005486,CON_002906,12.22,2024-02-18 02:34:43,ES
U_0005487,CON_001879,1.38,2024-07-16 18:40:47,FR
U_0005488,CON_000966,4.34,2024-02-23 00:11:23,US
U_0005489,CON_002119,4.35,2024-03-11 13:12:16,ES
U_0005490,CON_000725,0.88,2024-03-07 01:54:35,DE
U_0005491,CON_004760,4.68,2024-04-21 15:28:04,ES
U_0005492,CON_003470,13.16,2024-02-13 18:21:10,US
U_0005493,CON_000922,2.86,2024-03-28 03:05:04,ES
U_0005494,CON_002905,4.53,2024-09-17 11:16:36,US
U_0005495,CON_003500,25.95,2024-10-03 13:15:13,DE
U_0005496,CON_000361,0.26,2024-12-03 11:01:11,ES
U_0005497,CON_004050,7.16,2024-03-05 02:31:30,FR
U_0005498,CON_004521,10.88,2024-10-16 07:24:28,FR
U_0005499,CON_005262,11.45,2024-10-11 18:31:14,US
U_0005500,CON_002033,10.07,2024-08-12 03:06:00,US
U_0005501,CON_001451,10.37,2024-05-24 17:51:04,US
U_0005502,CON_003994,0.49,2024-01-24 23:23:54,??
U_0005503,CON_002328,6.11,2024-01-31 06:12:00,DE
U_0005504,CON_004532,12.22,2024-01-10 21:45:54,??
U_0005505,CON_004573,0.79,2024-02-19 09:06:01,US
U_0005506,CON_001837,0.1,2024-04-05 00:52:51,FR
U_0005507,CON_002731,13.48,2024-03-10 11:24:02,FR
U_0005508,CON_003092,9.97,2024-03-16 14:44:25,US
U_0005509,CON_002901,4.25,2024-12-07 00:08:07,UK
U_0005510,CON_000877,22.56,2024-10-14 04:22:12,??
U_0005511,CON_003771,11.64,2024-03-02 09:21:49,US
U_0005512,CON_004760,27.5,2024-10-07 02:19:46,UK
U_0005513,CON_005396,21.2,2024-10-19 15:37:04,ES
U_0005514,CON_005489,5.25,2024-11-11 03:24:37,ES
U_0005515,CON_005253,11.24,2024-02-17 00:29:00,FR
U_0005516,CON_003262,8.85,2024-03-25 09:15:05,ES
U_0005517,CON_001489,13.35,2024-08-09 00:17:19,ES
U_0005518,CON_002400,12.4,2024-08-12 08:11:33,ES
U_0005519,CON_005243,1.33,2024-09-04 14:22:14,DE
U_0005520,CON_000371,2.13,2024-09-21 19:08:11,DE
U_0005521,CON_004955,2.47,2024-02-22 17:14:00,??
U_0005522,CON_003455,13.65,2024-12-25 18:12:07,US
U_0005523,CON_005241,13.32,2024-10-05 08:23:22,UK
U_0005524,CON_002319,5.47,2024-07-28 19:27:06,FR
U_0005525,CON_004996,6.96,2024-05-02 05:10:05,??
U_0005526,CON_003083,14.03,2024-12-25 19:12:45,??
U_0005527,CON_003144,3.0,2024-12-10 12:34:42,DE
U_0005528,CON_004480,0.41,2024-11-21 04:43:12,DE
U_0005529,CON_002037,5.27,2024-07-16 00:11:41,??
U_0005530,CON_002170,19.6,2024-12-13 04:54:52,FR
U_0005531,CON_005012,12.5,2024-02-16 18:00:39,??
U_0005532,CON_003517,3.65,2024-04-19 22:53:15,DE
U_0005533,CON_000210,0.54,2024-03-13 11:26:04,FR
U_0005534,CON_002177,8.11,2024-07-11 04:53:34,US
U_0005535,CON_003712,14.39,2024-03-31 15:57:06,US
U_0005536,CON_004192,8.75,2024-05-03 02:08:21,??
U_0005537,CON_002560,4.43,2024-01-15 01:37:09,ES
U_0005538,CON_001243,1.05,2024-03-07 19:45:31,FR
U_0005539,CON_000531,19.33,2024-02-23 09:36:20,FR
U_0005540,CON_003637,2.58,2024-02-08 18:53:52,US
U_0005541,CON_000096,2.03,2024-10-03 23:46:35,DE
U_0005542,CON_001253,13.54,2024-04-14 09:15:10,FR
U_0005543,CON_004595,31.8,2024-10-30 12:39:36,??
U_0005544,CON_002770,8.63,2024-12-29 16:59:00,FR
U_0005545,CON_000838,7.84,2024-11-09 21:10:01,DE
U_0005546,CON_003162,3.08,2024-08-27 20:31:00,US
U_0005547,CON_001167,0.16,2024-02-02 22:33:40,FR
U_0005548,CON_001310,1.7,2024-06-01 10:57:23,FR
U_0005549,CON_002913,7.02,2024-11-25 09:14:58,DE
U_0005550,CON_004752,1.31,2024-02-06 03:44:17,ES
U_0005551,CON_001992,17.22,2024-01-21 08:28:01,DE
U_0005552,CON_005164,1.67,2024-09-25 03:14:08,??
U_0005553,CON_003332,5.91,2024-10-22 05:39:08,DE
U_0005554,CON_002255,5.74,2024-02-02 18:33:58,ES
U_0005555,CON_004446,7.41,2024-08-20 21:44:15,FR
U_0005556,CON_004479,3.17,2024-11-15 13:52:14,ES
U_0005557,CON_001025,16.54,2024-11-24 23:48:21,UK
U_0005558,CON_000003,4.7,2024-08-13 12:48:05,ES
U_0005559,CON_004117,9.64,2024-05-11 20:00:32,US
U_0005560,CON_004702,8.08,2024-03-27 20:42:10,FR
U_0005561,CON_001819,1.0,2024-09-22 01:52:20,UK
U_0005562,CON_002179,7.8,2024-02-25 03:04:58,UK
U_0005563,CON_004380,6.4,2024-02-05 15:56:12,ES
U_0005564,CON_003278,18.31,2024-01-01 00:36:29,UK
U_0005565,CON_004364,17.02,2024-05-07 15:00:21,??
U_0005566,CON_004111,1.31,2024-08-25 03:59:58,FR
U_0005567,CON_001868,0.68,2024-07-05 04:31:48,FR
U_0005568,CON_005031,2.79,2024-07-14 02:45:46,DE
U_0005569,CON_000337,34.51,2024-09-06 03:28:32,DE
U_0005570,CON_003571,0.17,2024-04-25 09:52:47,??
U_0005571,CON_001127,8.94,2024-09-14 05:32:05,US
U_0005572,CON_002118,7.5,2024-11-02 23:30:38,??
U_0005573,CON_003238,8.32,2024-03-10 13:19:05,ES
U_0005574,CON_003929,1.97,2024-11-11 18:20:27,UK
U_0005575,CON_001240,2.06,2024-12-01 01:35:04,DE
U_0005576,CON_004319,4.51,2024-11-28 10:16:16,FR
U_0005577,CON_003647,0.81,2024-12-25 21:18:09,??
U_0005578,CON_004932,0.62,2024-09-14 02:28:49,UK
U_0005579,CON_004717,0.74,2024-07-28 19:06:05,ES
U_0005580,CON_000559,6.81,2024-02-04 11:41:38,UK
U_0005581,CON_003481,4.06,2024-11-06 01:46:24,UK
U_0005582,CON_000181,2.78,2024-04-23 21:44:12,US
U_0005583,CON_005106,3.04,2024-12-28 00:57:36,ES
U_0005584,CON_000520,1.86,2024-09-10 14:00:49,UK
U_0005585,CON_000731,4.24,2024-12-01 21:56:51,FR
U_0005586,CON_002457,1.82,2024-04-05 20:27:32,FR
U_0005587,CON_000606,9.58,2024-09-03 23:21:56,US
U_0005588,CON_001757,1.06,2024-05-05 16:49:10,DE
U_0005589,CON_000926,23.69,2024-11-22 11:33:40,ES
U_0005590,CON_004805,0.75,2024-02-16 20:04:58,UK
U_0005591,CON_002034,22.98,2024-10-03 09:29:25,US
U_0005592,CON_002931,14.33,2024-09-10 10:31:16,FR
U_0005593,CON_005417,9.13,2024-08-28 09:46:32,??
U_0005594,CON_004913,19.47,2024-09-08 12:39:45,UK
U_0005595,CON_005244,1.2,2024-04-28 07:41:55,FR
U_0005596,CON_001338,1.55,2024-09-24 01:39:12,??
U_0005597,CON_001676,2.32,2024-10-01 07:46:54,UK
U_0005598,CON_003338,2.25,2024-02-17 10:39:30,ES
U_0005599,CON_000885,2.98,2024-08-30 15:55:07,FR
U_0005600,CON_001906,6.86,2024-11-29 07:42:55,US
U_0005601,CON_001748,0.23,2024-08-09 18:15:09,US
U_0005602,CON_003893,3.85,2024-06-30 21:05:31,US
U_0005603,CON_003340,2.26,2024-08-23 11:59:28,??
U_0005604,CON_000004,7.46,2024-11-02 02:16:01,US
U_0005605,CON_002800,33.69,2024-07-27 16:14:28,DE
U_0005606,CON_001529,5.83,2024-12-03 10:02:50,??
U_0005607,CON_002037,4.44,2024-02-03 16:01:16,UK
U_0005608,CON_000359,3.67,2024-07-07 13:18:17,??
U_0005609,CON_002085,12.3,2024-06-06 21:28:59,UK
U_0005610,CON_002632,0.6,2024-04-03 19:26:59,UK
U_0005611,CON_004558,25.71,2024-01-09 08:52:03,DE
U_0005612,CON_004187,4.33,2024-09-15 02:13:10,??
U_0005613,CON_000774,3.01,2024-02-11 04:58:25,US
U_0005614,CON_003282,29.22,2024-08-18 21:57:04,ES
U_0005615,CON_002724,21.98,2024-11-12 12:35:17,US
U_0005616,CON_000180,8.22,2024-09-11 13:23:16,DE
U_0005617,CON_001357,0.15,2024-10-17 05:17:56,ES
U_0005618,CON_002952,11.04,2024-11-26 17:26:18,DE
U_0005619,CON_002281,3.27,2024-11-21 14:22:58,FR
U_0005620,CON_002475,3.93,2024-10-18 18:28:28,UK
U_0005621,CON_004060,1.38,2024-02-09 19:44:01,UK
U_0005622,CON_001185,5.93,2024-02-11 22:51:59,DE
U_0005623,CON_002148,10.92,2024-05-15 01:40:02,ES
U_0005624,CON_001021,2.55,2024-04-17 07:50:39,FR
U_0005625,CON_005049,22.34,2024-11-07 09:49:21,FR
U_0005626,CON_000798,1.73,2024-12-23 20:55:01,US
U_0005627,CON_003514,0.55,2024-03-22 04:03:42,US
U_0005628,CON_002605,8.27,2024-10-11 03:09:52,ES
U_0005629,CON_005328,15.14,2024-02-14 06:16:36,US
U_0005630,CON_000259,24.48,2024-11-12 01:44:59,UK
U_0005631,CON_001584,11.66,2024-06-17 22:34:24,DE
U_0005632,CON_002369,1.78,2024-09-25 07:17:01,UK
U_0005633,CON_002242,30.41,2024-06-22 03:49:20,FR
U_0005634,CON_000232,20.15,2024-01-21 03:15:09,FR
U_0005635,CON_004647,1.43,2024-01-31 10:19:04,DE
U_0005636,CON_003412,6.55,2024-09-16 07:10:38,ES
U_0005637,CON_003294,6.49,2024-04-23 13:08:07,FR
U_0005638,CON_000518,4.67,2024-02-12 14:20:58,ES
U_0005639,CON_003851,33.22,2024-12-24 23:14:00,UK
U_0005640,CON_003967,0.49,2024-01-01 11:28:34,??
U_0005641,CON_000536,7.89,2024-12-30 16:32:08,??
U_0005642,CON_004226,1.84,2024-12-25 04:47:04,US
U_0005643,CON_001039,5.99,2024-04-27 03:32:42,DE
U_0005644,CON_002120,12.1,2024-09-18 20:36:17,US
U_0005645,CON_004871,2.27,2024-12-16 07:27:39,ES
U_0005646,CON_004410,4.0,2024-11-11 23:31:29,??
U_0005647,CON_004696,24.09,2024-08-05 10:00:22,ES
U_0005648,CON_004478,11.47,2024-07-21 15:41:47,UK
U_0005649,CON_005165,6.8,2024-02-23 06:34:29,UK
U_0005650,CON_000343,2.01,2024-11-12 13:38:19,ES
U_0005651,CON_004479,4.43,2024-01-11 15:10:56,UK
U_0005652,CON_004433,11.9,2024-06-06 20:13:13,DE
U_0005653,CON_000024,13.74,2024-04-11 21:26:05,FR
U_0005654,CON_003283,2.24,2024-09-15 01:46:11,DE
U_0005655,CON_003783,8.68,2024-05-15 03:00:12,ES
U_0005656,CON_004516,0.8,2024-05-27 17:56:55,??
U_0005657,CON_001192,0.19,2024-02-26 13:29:33,FR
U_0005658,CON_000794,6.36,2024-09-08 12:32:36,ES
U_0005659,CON_002225,2.03,2024-08-30 22:56:47,??
U_0005660,CON_000653,0.66,2024-01-12 12:43:09,DE
U_0005661,CON_003628,10.47,2024-09-01 13:52:35,??
U_0005662,CON_002219,5.51,2024-01-10 22:54:25,ES
U_0005663,CON_003390,12.73,2024-08-27 06:58:51,UK
U_0005664,CON_004236,8.72,2024-07-31 11:07:48,ES
U_0005665,CON_000857,10.47,2024-03-14 04:10:48,DE
U_0005666,CON_001856,2.94,2024-09-02 09:31:16,??
U_0005667,CON_002675,2.44,2024-03-09 12:28:54,UK
U_0005668,CON_005100,7.35,2024-10-01 00:04:44,FR
U_0005669,CON_001514,1.79,2024-07-11 03:43:40,DE
U_0005670,CON_003232,13.52,2024-03-14 23:16:24,US
U_0005671,CON_005134,5.92,2024-06-17 07:36:24,US
U_0005672,CON_003085,2.06,2024-10-24 18:05:13,DE
U_0005673,CON_002172,7.85,2024-05-22 22:46:27,DE
U_0005674,CON_004473,23.21,2024-02-26 08:18:40,US
U_0005675,CON_003459,0.69,2024-09-08 16:55:00,US
U_0005676,CON_005051,0.93,2024-09-24 19:30:40,??
U_0005677,CON_005433,14.85,2024-09-16 13:11:23,US
U_0005678,CON_004411,0.93,2024-08-06 16:35:45,DE
U_0005679,CON_005058,0.32,2024-03-20 10:47:00,??
U_0005680,CON_002040,3.42,2024-08-24 20:41:33,UK
U_0005681,CON_004766,5.03,2024-06-25 22:36:23,ES
U_0005682,CON_003243,6.74,2024-02-20 19:15:50,??
U_0005683,CON_005068,5.66,2024-05-24 22:56:44,??
U_0005684,CON_004502,19.55,2024-09-04 19:24:40,ES
U_0005685,CON_003608,11.71,2024-10-10 08:20:02,UK
U_0005686,CON_002553,32.99,2024-09-30 00:01:14,ES
U_0005687,CON_004152,5.18,2024-02-19 00:56:39,??
U_0005688,CON_003123,0.7,2024-01-20 22:49:43,UK
U_0005689,CON_004647,24.9,2024-10-15 15:50:19,UK
U_0005690,CON_002559,0.03,2024-09-04 15:25:05,ES
U_0005691,CON_000740,11.97,2024-05-02 11:47:18,ES
