con_id,cli_ref,p_type,val_mo,st,dt_start
CON_001446,C_01268,F2,54.3,1,2021-10-20
CON_001447,C_03491,M2,63.7,1,2021-03-10
CON_001448,C_04796,M1,78.96,-1,2021-08-07
CON_001449,C_02078,M2,15.68,1,2022-08-24
CON_001450,C_02141,F1,118.92,1,2021-07-27
CON_001451,C_04392,M2,53.21,1,2020-07-25
CON_001452,C_03470,M1,104.05,1,2022-06-01
CON_001453,C_04626,F1,71.17,0,2021-01-13
CON_001454,C_02996,F2,28.7,0,2021-05-31
CON_001455,C_02258,F1,98.74,1,2022-10-03
CON_001456,C_03256,M1,89.53,1,2022-01-14
CON_001457,C_01669,M1,70.38,1,2021-11-15
CON_001458,C_03386,M2,69.03,1,2021-09-15
CON_001459,C_04523,F2,24.19,1,2020-08-16
CON_001460,C_04568,M1,83.86,0,2020-07-17
CON_001461,C_03953,M1,110.68,1,2020-01-28
CON_001462,C_01465,F2,24.79,1,2023-02-04
CON_001463,C_03033,F2,42.67,1,2020-09-23
CON_001464,C_04581,M2,109.74,1,2021-11-09
CON_001465,C_04546,F1,44.86,1,2022-01-08
CON_001466,C_03963,F2,83.66,1,2022-01-10
CON_001467,C_02079,M1,71.16,1,2022-12-19
CON_001468,C_02513,F2,77.61,1,2022-01-31
CON_001469,C_04733,M1,58.66,1,2021-05-02
CON_001470,C_02821,M2,46.5,1,2021-07-19
CON_001471,C_03262,F1,20.1,-1,2021-03-06
CON_001472,C_01132,M2,93.15,-1,2023-04-11
CON_001473,C_00976,F2,93.34,0,2022-02-25
CON_001474,C_01883,M1,85.43,1,2020-06-27
CON_001475,C_03659,F2,82.58,1,2020-08-05
CON_001476,C_01326,F2,40.59,1,2020-09-24
CON_001477,C_00822,F2,17.35,-1,2020-09-03
CON_001478,C_01757,F2,99.92,1,2020-03-25
CON_001479,C_04165,F1,66.57,1,2021-01-25
CON_001480,C_03282,M1,47.22,1,2021-01-30
CON_001481,C_02773,F2,25.7,1,2022-07-01
CON_001482,C_04511,M1,21.59,1,2020-07-21
CON_001483,C_00427,F1,51.63,1,2020-06-02
CON_001484,C_01317,M1,99.5,1,2023-01-24
CON_001485,C_03188,M1,111.47,-1,2021-12-03
CON_001486,C_00044,F1,109.16,1,2021-09-09
CON_001487,C_00747,F2,111.6,0,2022-08-29
CON_001488,C_01191,M1,110.31,1,2021-02-17
CON_001489,C_03864,M2,70.36,1,2022-12-28
CON_001490,C_04918,M1,38.04,1,2020-11-10
CON_001491,C_03567,F2,98.79,1,2020-03-30
CON_001492,C_00723,M2,37.44,1,2020-09-18
CON_001493,C_00525,F2,43.06,1,2021-01-27
CON_001494,C_02156,M1,39.49,1,2022-05-06
CON_001495,C_01817,F1,69.07,1,2023-02-01
CON_001496,C_03038,F2,48.79,1,2021-06-01
CON_001497,C_00656,F2,31.19,1,2023-02-21
CON_001498,C_04990,F1,62.58,1,2021-12-12
CON_001499,C_00310,M1,106.76,1,2022-01-19
CON_001500,C_03149,F2,74.91,1,2022-07-07
CON_001501,C_03283,M1,107.23,1,2020-08-28
CON_001502,C_04269,M1,35.57,1,2022-06-12
CON_001503,C_02347,M1,32.53,1,2020-05-18
CON_001504,C_04895,F1,75.44,1,2022-09-15
CON_001505,C_00471,M1,63.65,1,2022-05-08
CON_001506,C_01436,M1,84.32,1,2022-12-08
CON_001507,C_04050,M2,98.44,1,2022-10-28
CON_001508,C_03597,M2,93.89,1,2020-02-14
CON_001509,C_00088,M2,113.94,-1,2020-12-07
CON_001510,C_01653,F2,56.82,1,2021-07-15
CON_001511,C_04245,F2,36.67,1,2020-09-21
CON_001512,C_02343,M2,72.85,-1,2021-08-16
CON_001513,C_01596,F1,26.63,1,2020-04-03
CON_001514,C_00276,F1,45.33,1,2023-03-05
CON_001515,C_04912,M2,36.83,-1,2020-05-04
CON_001516,C_04183,F2,56.64,0,2021-01-24
CON_001517,C_04226,F2,26.68,1,2022-03-25
CON_001518,C_01898,F1,18.34,1,2022-10-10
CON_001519,C_01389,M1,83.96,1,2022-12-26
CON_001520,C_00296,F1,79.08,1,2022-11-17
CON_001521,C_02947,M1,89.38,1,2020-06-02
CON_001522,C_01960,F2,84.34,1,2020-12-04
CON_001523,C_00003,F2,27.0,-1,2022-06-15
CON_001524,C_01290,M2,45.56,1,2022-11-09
CON_001525,C_00712,F2,28.6,1,2022-02-25
CON_001526,C_02261,M1,103.51,1,2023-02-25
CON_001527,C_03273,F1,93.42,1,2022-03-10
CON_001528,C_02893,M2,36.16,1,2022-03-31
CON_001529,C_03238,M1,50.84,1,2021-07-10
CON_001530,C_03322,F1,116.49,1,2021-02-27
CON_001531,C_04802,F1,77.39,1,2021-01-11
CON_001532,C_01641,F1,99.12,1,2020-01-08
CON_001533,C_04242,F2,42.78,1,2020-11-23
CON_001534,C_00126,F1,37.06,1,2023-03-17
CON_001535,C_00563,F2,97.31,1,2021-03-22
CON_001536,C_00739,F1,87.02,1,2020-01-19
CON_001537,C_04503,F1,86.5,1,2022-11-16
CON_001538,C_02331,F2,73.03,1,2022-07-21
CON_001539,C_04581,F2,74.18,-1,2022-10-28
CON_001540,C_04776,M1,92.25,1,2022-12-11
CON_001541,C_02852,F1,43.35,1,2021-06-14
CON_001542,C_02847,F2,52.04,1,2021-09-13
CON_001543,C_02266,M1,106.52,1,2021-03-27
CON_001544,C_01854,M1,47.43,1,2021-08-29
CON_001545,C_04968,F2,72.36,1,2021-07-03
CON_001546,C_01594,F1,88.78,0,2023-02-04
CON_001547,C_03726,M1,119.99,1,2020-08-31
CON_001548,C_03310,F1,60.71,1,2020-12-16
CON_001549,C_04710,F1,59.95,1,2021-04-03
CON_001550,C_00039,M1,103.47,1,2020-04-03
CON_001551,C_02139,F2,99.58,1,2022-12-28
CON_001552,C_01434,F1,91.76,1,2021-05-02
CON_001553,C_03336,M2,63.64,0,2021-08-20
CON_001554,C_04148,F2,49.01,0,2020-03-21
CON_001555,C_00873,M1,78.92,1,2020-10-30
CON_001556,C_04577,M2,107.0,1,2021-07-22
CON_001557,C_00593,F1,107.8,1,2020-09-29
CON_001558,C_04122,F2,26.39,1,2021-07-07
CON_001559,C_02411,M2,59.98,-1,2020-04-15
CON_001560,C_02786,F2,63.8,1,2021-05-24
CON_001561,C_00959,F1,117.65,1,2021-03-06
CON_001562,C_04205,F2,86.19,1,2022-12-30
CON_001563,C_02112,M2,57.76,1,2020-08-25
CON_001564,C_04407,F2,17.74,1,2020-01-03
CON_001565,C_04710,M1,74.37,-1,2021-12-12
CON_001566,C_02050,M1,25.09,1,2022-01-25
CON_001567,C_03628,M2,102.62,1,2021-10-26
CON_001568,C_03090,F2,94.01,1,2020-06-19
CON_001569,C_04614,M2,63.35,1,2023-01-29
CON_001570,C_03962,F2,60.07,1,2021-06-24
CON_001571,C_01993,F1,109.22,1,2020-09-30
CON_001572,C_02783,M1,45.29,1,2022-04-16
CON_001573,C_03759,F1,41.15,1,2021-08-26
CON_001574,C_03775,F2,113.62,1,2021-10-26
CON_001575,C_04808,F1,99.97,1,2020-04-27
CON_001576,C_00225,M2,101.17,1,2020-01-22
CON_001577,C_03949,M2,35.5,-1,2021-12-29
CON_001578,C_00953,F2,30.05,1,2021-03-25
CON_001579,C_02113,M1,17.73,1,2021-07-26
CON_001580,C_00554,M2,39.89,-1,2020-12-27
CON_001581,C_03135,M1,96.29,1,2021-06-08
CON_001582,C_01806,F2,40.2,1,2020-02-02
CON_001583,C_01884,M1,91.56,1,2023-01-05
CON_001584,C_02587,F2,41.45,1,2023-04-09
CON_001585,C_03379,F1,56.51,1,2020-08-05
CON_001586,C_02893,F2,118.23,1,2022-02-21
CON_001587,C_04232,F1,40.71,-1,2021-06-11
CON_001588,C_04389,F2,54.52,1,2023-02-02
CON_001589,C_00080,M2,46.61,1,2021-02-26
CON_001590,C_02158,M2,26.51,1,2022-06-24
CON_001591,C_02034,M1,66.44,1,2021-03-27
CON_001592,C_02354,F2,54.76,1,2021-10-26
CON_001593,C_00762,F2,87.96,1,2021-07-04
CON_001594,C_03269,F2,100.85,1,2021-02-21
CON_001595,C_02802,M1,72.15,1,2023-04-06
CON_001596,C_00623,M2,18.38,1,2022-03-20
CON_001597,C_04543,F2,79.99,0,2020-11-14
CON_001598,C_01463,M1,20.82,1,2022-07-02
CON_001599,C_03904,F2,79.72,-1,2021-04-19
CON_001600,C_02572,F1,86.93,1,2022-06-07
CON_001601,C_02897,F2,35.77,1,2022-01-24
CON_001602,C_01791,F1,101.03,1,2020-10-30
CON_001603,C_04700,M1,110.66,-1,2022-09-08
CON_001604,C_02205,M1,100.37,1,2020-07-10
CON_001605,C_01498,M2,47.04,1,2022-10-12
CON_001606,C_01558,F2,76.6,1,2021-01-06
CON_001607,C_04088,M1,111.06,1,2022-07-29
CON_001608,C_01636,M2,48.67,1,2021-01-13
CON_001609,C_01924,F2,101.1,1,2020-12-26
CON_001610,C_01983,M1,15.99,0,2021-01-21
CON_001611,C_02175,F1,15.38,1,2023-03-12
CON_001612,C_01694,M1,94.77,1,2022-10-01
CON_001613,C_01878,F1,94.95,1,2021-01-04
CON_001614,C_01662,M2,97.84,1,2021-07-31
CON_001615,C_02046,M2,112.65,1,2020-02-13
CON_001616,C_02917,F2,27.38,1,2021-09-27
CON_001617,C_01278,F2,39.36,1,2020-11-29
CON_001618,C_00874,F2,109.89,-1,2020-12-29
CON_001619,C_00983,M2,33.61,1,2022-03-18
CON_001620,C_00643,F1,86.63,1,2021-01-19
CON_001621,C_04036,F2,70.7,1,2020-05-22
CON_001622,C_00055,F2,23.74,1,2020-10-20
CON_001623,C_04436,M2,44.95,0,2020-05-27
CON_001624,C_00347,F1,69.64,1,2022-05-23
CON_001625,C_03951,M1,104.5,0,2021-05-17
CON_001626,C_03041,F2,89.29,1,2022-07-20
CON_001627,C_02584,M1,80.3,1,2022-04-04
CON_001628,C_04034,M1,67.08,1,2020-07-24
CON_001629,C_04707,F2,46.36,1,2022-12-14
CON_001630,C_02251,M2,27.52,1,2020-10-08
CON_001631,C_04021,F2,57.95,0,2020-01-25
CON_001632,C_01499,F1,17.99,1,2020-07-23
CON_001633,C_04188,F1,37.16,1,2022-02-12
CON_001634,C_02296,F2,60.41,1,2022-02-25
CON_001635,C_03260,M1,58.95,1,2020-02-12
CON_001636,C_01820,F1,19.65,1,2020-08-13
CON_001637,C_04725,F1,76.85,1,2020-01-28
CON_001638,C_01051,F2,72.72,1,2020-03-30
CON_001639,C_00444,F2,23.2,1,2020-09-27
CON_001640,C_04307,M2,114.03,1,2021-05-23
CON_001641,C_03467,F2,25.44,1,2020-06-20
CON_001642,C_03919,F2,104.76,0,2021-07-02
CON_001643,C_04430,F1,15.03,1,2020-10-19
CON_001644,C_00267,F1,107.64,1,2020-01-28
CON_001645,C_04117,F1,17.07,1,2020-01-20
CON_001646,C_02845,M1,94.57,-1,2020-08-05
CON_001647,C_03226,F1,52.98,-1,2023-01-15
CON_001648,C_01432,F1,92.51,0,2021-11-24
CON_001649,C_03746,F2,57.18,1,2020-06-23
CON_001650,C_00987,M2,22.45,1,2021-02-18
CON_001651,C_04246,F1,95.59,0,2020-10-12
CON_001652,C_03769,M2,22.48,1,2022-09-10
CON_001653,C_02586,F1,111.82,1,2023-02-26
CON_001654,C_00069,F1,20.35,-1,2022-06-28
CON_001655,C_00097,M2,65.33,1,2020-11-30
CON_001656,C_01727,F2,90.92,1,2021-09-21
CON_001657,C_03109,F1,56.29,1,2021-11-10
CON_001658,C_04760,M2,37.81,1,2022-09-07
CON_001659,C_00826,F1,94.7,1,2020-11-12
CON_001660,C_02666,M1,97.35,1,2021-05-14
CON_001661,C_02963,M1,111.88,1,2020-04-24
CON_001662,C_02128,M1,54.5,1,2023-01-18
CON_001663,C_01534,M1,68.16,1,2021-07-01
CON_001664,C_04494,F2,53.13,1,2023-01-18
CON_001665,C_02154,M1,41.99,1,2020-09-09
CON_001666,C_01943,M2,93.86,1,2020-02-13
CON_001667,C_02207,F1,50.66,1,2020-04-01
CON_001668,C_03862,M2,59.96,1,2020-07-29
CON_001669,C_02811,M1,57.39,0,2023-01-20
CON_001670,C_02998,F2,89.83,1,2021-08-30
CON_001671,C_01507,M1,111.37,1,2020-07-29
CON_001672,C_04086,M1,85.01,1,2022-11-13
CON_001673,C_03473,F2,64.52,1,2022-04-30
CON_001674,C_01725,F2,96.82,-1,2020-10-17
CON_001675,C_03434,F2,82.3,-1,2020-01-03
CON_001676,C_03050,F2,21.36,1,2021-04-04
CON_001677,C_02991,F2,25.04,1,2020-02-19
CON_001678,C_03282,F2,18.98,1,2021-04-09
CON_001679,C_02291,F1,62.97,1,2022-05-24
CON_001680,C_03693,M1,101.71,1,2022-02-28
CON_001681,C_01474,M1,47.87,1,2020-10-28
CON_001682,C_04681,F2,55.34,1,2021-12-24
CON_001683,C_01075,M2,110.5,1,2021-08-10
CON_001684,C_04718,F2,102.87,1,2021-04-07
CON_001685,C_01873,F1,84.83,1,2022-02-26
CON_001686,C_00819,M2,43.01,1,2020-08-18
CON_001687,C_02212,F1,27.29,1,2022-10-04
CON_001688,C_01932,M2,16.69,-1,2020-12-13
CON_001689,C_04550,M2,26.24,1,2020-08-13
CON_001690,C_03541,F2,45.72,1,2021-04-04
CON_001691,C_03121,F1,72.94,-1,2020-07-27
CON_001692,C_01607,M2,21.72,0,2021-07-31
CON_001693,C_01195,F1,29.3,1,2022-01-01
CON_001694,C_01226,F2,34.01,1,2020-06-05
CON_001695,C_03875,F2,81.36,1,2021-11-14
CON_001696,C_00080,F2,79.66,1,2020-08-30
CON_001697,C_01447,F2,72.83,-1,2022-01-08
CON_001698,C_03454,M1,41.3,1,2020-06-22
CON_001699,C_04093,M2,53.97,1,2020-03-29
CON_001700,C_01102,M1,25.15,1,2020-11-05
CON_001701,C_04236,F2,38.78,1,2020-12-30
CON_001702,C_04375,M2,109.26,1,2022-05-27
CON_001703,C_02587,M2,117.87,1,2022-12-22
CON_001704,C_03987,F1,83.0,1,2021-11-16
CON_001705,C_02458,F2,111.27,1,2021-01-06
CON_001706,C_02056,M1,82.49,1,2022-05-20
CON_001707,C_04606,F1,18.49,1,2020-11-03
CON_001708,C_04652,M2,119.66,1,2021-09-09
CON_001709,C_00391,M1,25.39,1,2021-08-10
CON_001710,C_03264,F2,86.68,1,2021-12-14
CON_001711,C_00811,M1,41.55,1,2020-07-31
CON_001712,C_01339,M1,56.16,0,2021-07-09
CON_001713,C_00492,M1,82.82,1,2022-10-19
CON_001714,C_01766,F1,60.83,-1,2022-01-25
CON_001715,C_02084,M2,41.31,1,2021-06-27
CON_001716,C_03904,M1,50.12,1,2020-06-05
CON_001717,C_00789,M2,50.86,1,2020-01-05
CON_001718,C_03686,F1,115.73,1,2020-10-31
CON_001719,C_02742,F2,98.85,-1,2020-10-27
CON_001720,C_02129,F2,63.15,1,2021-10-17
CON_001721,C_02958,M1,35.98,1,2020-10-29
CON_001722,C_02952,F1,100.16,1,2022-03-10
CON_001723,C_04591,F2,31.5,0,2022-07-03
CON_001724,C_04567,F1,37.1,1,2022-09-06
CON_001725,C_02112,F1,53.43,1,2020-05-17
CON_001726,C_02820,M1,107.44,1,2020-08-19
CON_001727,C_00163,M1,28.84,1,2023-03-29
CON_001728,C_03374,F1,27.83,1,2022-05-25
CON_001729,C_00994,F1,66.87,1,2021-07-24
CON_001730,C_02877,M1,44.02,0,2020-10-23
CON_001731,C_04961,F1,74.72,0,2020-07-04
CON_001732,C_01630,M1,62.42,1,2021-10-23
CON_001733,C_04726,M2,60.67,1,2020-09-18
CON_001734,C_04718,F1,26.76,1,2021-01-07
CON_001735,C_04411,M1,29.81,1,2022-02-27
CON_001736,C_01430,F1,101.21,1,2021-12-23
CON_001737,C_02332,M1,108.02,-1,2021-10-15
CON_001738,C_02910,F1,39.64,0,2022-10-09
CON_001739,C_02664,F2,26.91,1,2022-05-18
CON_001740,C_04182,F2,20.61,0,2022-09-12
CON_001741,C_03994,F1,78.87,-1,2022-04-27
CON_001742,C_03662,F2,90.11,1,2021-11-13
CON_001743,C_00643,F1,54.15,1,2020-10-10
CON_001744,C_03122,F1,86.37,1,2021-05-18
CON_001745,C_02348,M2,89.86,1,2022-02-23
CON_001746,C_03800,M2,113.21,1,2022-05-07
CON_001747,C_01187,F2,21.81,1,2023-01-30
CON_001748,C_01373,M2,35.19,1,2022-10-15
CON_001749,C_02764,M2,22.2,1,2023-01-08
CON_001750,C_03456,F1,106.14,1,2022-12-29
CON_001751,C_04683,M1,98.22,1,2022-10-05
CON_001752,C_03316,F1,75.34,-1,2022-12-26
CON_001753,C_00585,M2,23.78,1,2023-01-03
CON_001754,C_00649,F1,43.7,1,2021-04-16
CON_001755,C_01328,F2,46.26,-1,2022-02-26
CON_001756,C_02815,M1,73.88,-1,2020-06-20
CON_001757,C_01870,M2,42.09,1,2023-04-04
CON_001758,C_02569,M2,22.66,-1,2022-05-13
CON_001759,C_02596,F1,91.73,1,2022-12-15
CON_001760,C_02387,F1,46.4,1,2023-03-29
CON_001761,C_02192,F1,62.5,1,2021-03-25
CON_001762,C_04960,F1,28.4,1,2020-06-27
CON_001763,C_03240,M2,99.27,1,2021-04-26
CON_001764,C_02223,F1,74.38,1,2022-01-10
CON_001765,C_03645,M2,109.67,1,2020-01-06
CON_001766,C_02976,F1,67.02,1,2021-02-20
CON_001767,C_04809,M1,113.85,1,2020-02-05
CON_001768,C_04268,M1,108.65,1,2022-01-12
CON_001769,C_03689,F1,75.53,1,2023-02-17
CON_001770,C_03392,F1,113.06,1,2022-08-28
CON_001771,C_01371,F2,48.92,1,2020-09-30
CON_001772,C_01507,M1,53.39,1,2020-08-13
CON_001773,C_00190,M2,19.78,1,2020-05-02
CON_001774,C_01025,M1,76.87,1,2021-12-16
CON_001775,C_01923,M2,90.8,0,2022-01-09
CON_001776,C_02062,F1,96.22,-1,2020-10-12
CON_001777,C_00656,M1,30.73,0,2021-08-26
CON_001778,C_01726,M1,61.64,1,2022-07-31
CON_001779,C_01368,F2,33.57,1,2020-10-22
CON_001780,C_03253,F2,84.52,1,2023-02-03
CON_001781,C_00844,M1,31.58,-1,2022-05-12
CON_001782,C_00783,M1,109.94,1,2021-05-11
CON_001783,C_00523,M1,39.22,1,2021-03-07
CON_001784,C_03877,M2,45.6,1,2021-04-04
CON_001785,C_04493,F1,104.35,1,2020-04-24
CON_001786,C_00441,F2,63.14,1,2020-10-09
CON_001787,C_00216,F1,17.52,1,2020-08-28
CON_001788,C_03253,F2,66.93,0,2020-10-20
CON_001789,C_04293,F2,23.88,1,2022-02-12
CON_001790,C_00682,F2,118.46,1,2020-02-23
CON_001791,C_00852,M1,76.75,1,2022-05-19
CON_001792,C_02151,F2,41.94,1,2022-01-31
CON_001793,C_01273,F1,74.19,1,2020-04-20
CON_001794,C_00691,F2,23.07,1,2020-08-05
CON_001795,C_03194,F1,98.99,1,2023-04-06
CON_001796,C_02535,F2,112.16,1,2020-05-31
CON_001797,C_01879,F2,106.82,1,2022-09-03
CON_001798,C_02027,M1,50.88,1,2020-11-19
CON_001799,C_02328,F1,49.21,1,2020-03-02
CON_001800,C_03631,F2,18.68,0,2020-10-27
CON_001801,C_01036,F2,83.4,1,2022-01-18
CON_001802,C_01076,F1,71.17,1,2020-10-16
CON_001803,C_04316,F2,63.23,1,2020-06-10
CON_001804,C_01398,M2,110.3,1,2021-05-16
CON_001805,C_00235,M1,32.63,1,2020-06-06
CON_001806,C_00288,F1,16.01,1,2020-01-26
CON_001807,C_02924,M1,22.7,1,2023-03-11
CON_001808,C_02665,M2,38.45,-1,2022-05-02
CON_001809,C_03901,M2,18.49,1,2020-11-02
CON_001810,C_03828,M2,67.8,1,2021-01-08
CON_001811,C_04429,F1,47.98,1,2022-08-20
CON_001812,C_02232,M2,33.95,1,2020-10-13
CON_001813,C_04494,F1,93.76,1,2022-12-16
CON_001814,C_03645,F1,36.47,1,2021-09-05
CON_001815,C_01107,F2,87.2,0,2022-08-20
CON_001816,C_04418,F1,51.67,1,2022-04-22
CON_001817,C_01451,M2,68.74,1,2021-11-21
CON_001818,C_04841,F1,113.06,1,2022-06-28
CON_001819,C_04896,F1,18.92,1,2020-01-28
CON_001820,C_03741,M1,67.53,1,2021-08-10
CON_001821,C_04621,M2,104.71,0,2020-08-15
CON_001822,C_03564,F1,76.74,0,2020-11-15
CON_001823,C_04289,F2,44.07,0,2020-05-02
CON_001824,C_04373,F1,56.76,1,2020-03-06
CON_001825,C_02537,F1,86.43,1,2020-12-21
CON_001826,C_02845,M1,108.54,1,2022-10-27
CON_001827,C_03946,M2,19.31,0,2020-11-24
CON_001828,C_04421,M2,22.51,1,2020-01-23
CON_001829,C_01861,F2,49.13,1,2022-03-22
CON_001830,C_00734,F2,39.44,1,2022-05-17
CON_001831,C_03620,F2,42.82,1,2022-07-19
CON_001832,C_02523,F1,38.23,1,2023-02-08
CON_001833,C_02997,F1,35.56,1,2021-06-12
CON_001834,C_03377,F2,28.72,-1,2023-03-17
CON_001835,C_02129,M2,113.07,0,2022-10-24
CON_001836,C_01276,M2,30.14,1,2021-09-18
CON_001837,C_02487,F2,36.46,-1,2021-04-10
CON_001838,C_00087,M1,40.86,1,2022-05-17
CON_001839,C_00001,M2,112.97,-1,2020-11-17
CON_001840,C_04288,M2,94.35,1,2021-07-10
CON_001841,C_01117,F2,97.92,1,2020-07-07
CON_001842,C_02818,M2,26.0,1,2022-12-04
CON_001843,C_02350,F1,102.81,1,2022-02-12
CON_001844,C_03844,F1,57.86,1,2020-09-13
CON_001845,C_04384,M2,42.6,1,2021-03-09
CON_001846,C_00069,F1,75.45,-1,2022-03-31
CON_001847,C_04030,M1,101.33,1,2020-04-24
CON_001848,C_03909,M2,96.76,1,2021-03-24
CON_001849,C_02455,F2,108.45,1,2022-03-14
CON_001850,C_00075,F1,112.45,1,2021-01-11
CON_001851,C_03527,M1,40.0,1,2023-02-19
CON_001852,C_02400,M1,59.51,1,2020-06-07
CON_001853,C_04891,F1,16.54,1,2022-08-17
CON_001854,C_01895,M1,107.33,1,2022-09-04
CON_001855,C_00060,M2,31.23,1,2021-10-03
CON_001856,C_04491,M1,105.45,1,2022-04-09
CON_001857,C_03061,F1,49.59,1,2022-02-18
CON_001858,C_01545,M1,53.65,1,2020-12-03
CON_001859,C_03373,F1,19.11,-1,2020-04-21
CON_001860,C_04593,F1,49.32,0,2022-01-30
CON_001861,C_03581,M1,108.28,1,2022-05-18
CON_001862,C_03234,F1,17.68,1,2021-02-02
CON_001863,C_02048,F1,57.66,1,2021-07-06
CON_001864,C_01338,F2,18.3,1,2020-08-10
CON_001865,C_03193,M2,53.95,1,2020-08-01
CON_001866,C_03100,F1,33.13,0,2020-06-08
CON_001867,C_01808,M2,41.48,1,2022-01-12
CON_001868,C_02155,F2,107.15,1,2021-11-18
CON_001869,C_00649,F2,60.79,1,2020-02-27
CON_001870,C_03459,F2,43.75,1,2021-05-05
CON_001871,C_01963,F2,76.88,1,2021-07-31
CON_001872,C_04233,M2,29.92,1,2020-11-29
CON_001873,C_02228,M1,42.24,1,2023-01-14
CON_001874,C_02333,M1,72.36,1,2020-08-06
CON_001875,C_04358,M2,39.94,-1,2020-05-13
CON_001876,C_02203,F1,86.31,1,2021-03-09
CON_001877,C_03383,M2,66.61,0,2020-01-23
CON_001878,C_01541,F1,96.06,1,2021-09-25
CON_001879,C_00561,F1,114.57,0,2021-01-19
CON_001880,C_01495,M1,27.16,1,2023-02-03
CON_001881,C_01120,F2,50.14,1,2021-02-17
CON_001882,C_02373,M1,48.55,0,2020-03-07
CON_001883,C_00905,M1,30.87,1,2021-05-07
CON_001884,C_03731,M2,100.08,1,2021-07-05
CON_001885,C_03710,M2,94.79,1,2020-06-23
CON_001886,C_02230,F1,65.86,1,2023-03-13
CON_001887,C_04031,M2,71.47,1,2023-03-02
CON_001888,C_01539,F1,21.25,1,2020-04-01
CON_001889,C_02627,F1,73.33,1,2023-02-28
CON_001890,C_00159,F2,98.09,1,2022-09-17
CON_001891,C_01247,F2,75.25,1,2020-04-03
CON_001892,C_00407,M1,42.86,1,2020-04-08
CON_001893,C_04383,F2,85.09,1,2021-10-06
CON_001894,C_00182,F1,52.96,-1,2020-07-09
CON_001895,C_01524,M2,72.21,1,2021-09-24
CON_001896,C_00838,F2,66.19,1,2020-01-18
CON_001897,C_02312,F2,55.02,1,2021-12-31
CON_001898,C_02206,F2,90.48,1,2021-08-01
CON_001899,C_01025,F2,107.81,1,2022-03-26
CON_001900,C_03592,F1,15.55,1,2022-10-21
CON_001901,C_00068,F1,113.03,1,2021-02-03
CON_001902,C_01908,M1,68.71,-1,2021-10-06
CON_001903,C_00739,M2,88.58,1,2022-03-11
CON_001904,C_01235,M1,104.84,1,2021-12-29
CON_001905,C_00121,M1,64.05,1,2020-09-22
CON_001906,C_04044,F2,102.67,1,2020-07-18
CON_001907,C_01780,M2,33.65,1,2021-11-09
CON_001908,C_02801,F2,31.71,1,2022-04-14
CON_001909,C_03443,F1,84.03,1,2022-10-28
CON_001910,C_02553,M1,106.37,1,2020-07-25
CON_001911,C_04083,M2,108.7,1,2022-10-25
CON_001912,C_03043,F1,82.59,1,2020-11-03
CON_001913,C_03799,M1,70.18,0,2020-02-18
CON_001914,C_00260,M2,49.8,-1,2022-02-21
CON_001915,C_02706,M1,117.9,1,2022-09-03
CON_001916,C_00658,M2,48.57,1,2023-04-15
CON_001917,C_01197,M1,93.14,1,2020-03-17
CON_001918,C_00460,F2,70.86,1,2021-08-17
CON_001919,C_02184,M1,78.89,1,2020-11-26
CON_001920,C_03215,M1,56.32,1,2020-11-06
CON_001921,C_00585,M2,116.31,1,2022-08-06
CON_001922,C_04450,M2,75.03,-1,2020-06-10
CON_001923,C_03852,F2,113.47,1,2020-07-10
CON_001924,C_01488,M2,15.8,1,2021-04-19
CON_001925,C_01575,M1,75.13,1,2021-03-17
CON_001926,C_02049,M2,90.3,-1,2020-10-15
CON_001927,C_03126,M2,93.23,1,2020-11-25
CON_001928,C_00104,M2,110.02,-1,2022-10-24
CON_001929,C_01000,F2,15.46,1,2022-11-23
CON_001930,C_02040,F2,15.03,1,2022-12-07
CON_001931,C_03153,F1,64.59,0,2021-11-30
CON_001932,C_03629,F2,18.08,1,2022-07-05
CON_001933,C_02025,F2,117.33,0,2020-09-25
CON_001934,C_00275,F2,38.32,1,2021-11-25
CON_001935,C_01632,M1,64.63,0,2021-08-18
CON_001936,C_03776,F1,21.42,1,2022-01-07
CON_001937,C_00770,M1,69.82,1,2022-06-01
CON_001938,C_04270,F2,54.9,1,2020-03-22
CON_001939,C_01708,F2,19.69,1,2022-03-04
CON_001940,C_03874,F1,50.19,0,2021-05-04
CON_001941,C_03188,F1,56.1,1,2021-03-03
CON_001942,C_02557,M2,118.94,1,2020-06-02
CON_001943,C_02647,F2,36.83,1,2020-11-08
CON_001944,C_01300,F2,72.2,1,2023-03-07
CON_001945,C_00346,M1,118.67,1,2022-10-15
CON_001946,C_04503,M2,98.16,1,2020-07-18
CON_001947,C_04268,F2,119.3,1,2020-01-31
CON_001948,C_01001,M1,116.67,0,2020-10-19
CON_001949,C_02076,F1,66.4,1,2021-09-25
CON_001950,C_03943,M1,88.12,-1,2023-01-25
CON_001951,C_02448,F2,26.6,1,2020-06-27
CON_001952,C_01628,M1,61.32,1,2022-10-18
CON_001953,C_02953,M1,99.95,1,2020-07-11
CON_001954,C_00427,M2,68.06,1,2022-07-20
CON_001955,C_01785,M2,88.78,1,2021-10-04
CON_001956,C_00926,F1,93.3,0,2020-12-13
CON_001957,C_01934,M2,41.61,1,2021-08-28
CON_001958,C_03557,M1,106.95,1,2020-11-26
CON_001959,C_02659,M2,63.28,1,2020-05-19
CON_001960,C_00124,F2,37.07,1,2021-07-27
